pedido_id,data,categoria,produto,quantidade,preco_unitario,receita
1774,2025-08-29,Eletrônicos,Carregador Portátil,1,135.07,135.07
1410,2025-08-30,Esporte e Lazer,Kit Yoga,1,264.48,264.48
1132,2025-08-30,Alimentos,Café Especial,5,11.32,56.6
2072,2025-08-30,Alimentos,Azeite Extra Virgem,1,59.85,59.85
1310,2025-08-30,Casa e Decoração,Jogo de Panelas,1,238.17,238.17
1334,2025-08-30,Casa e Decoração,Almofada,2,174.25,348.5
1912,2025-08-30,Eletrônicos,Fone Bluetooth,2,86.13,172.26
1458,2025-08-30,Esporte e Lazer,Tênis de Corrida,5,285.5,1427.5
1466,2025-08-30,Vestuário,Tênis,4,204.05,816.2
2099,2025-08-31,Alimentos,Barra de Cereal,3,40.96,122.88
1541,2025-08-31,Eletrônicos,Mouse Sem Fio,5,132.71,663.55
2125,2025-09-01,Alimentos,Azeite Extra Virgem,3,39.64,118.92
1213,2025-09-01,Eletrônicos,Smartwatch,3,375.35,1126.05
1371,2025-09-02,Alimentos,Café Especial,1,35.36,35.36
1820,2025-09-02,Casa e Decoração,Jogo de Panelas,1,87.89,87.89
1880,2025-09-02,Vestuário,Tênis,2,127.14,254.28
1636,2025-09-02,Vestuário,Camiseta,2,64.39,128.78
2042,2025-09-03,Vestuário,Calça Jeans,3,152.43,457.29
1570,2025-09-04,Alimentos,Chocolate,2,35.63,71.26
1948,2025-09-04,Eletrônicos,Smartwatch,3,380.45,1141.35
1084,2025-09-04,Alimentos,Chocolate,2,27.8,55.6
1975,2025-09-04,Casa e Decoração,Luminária,3,114.21,342.63
1273,2025-09-04,Esporte e Lazer,Tênis de Corrida,2,330.2,660.4
1818,2025-09-05,Casa e Decoração,Almofada,3,202.18,606.54
1744,2025-09-05,Alimentos,Barra de Cereal,3,34.73,104.19
1151,2025-09-06,Alimentos,Barra de Cereal,4,19.09,76.36
1941,2025-09-06,Alimentos,Chocolate,2,16.16,32.32
1647,2025-09-06,Vestuário,Jaqueta,5,193.47,967.35
1655,2025-09-06,Alimentos,Barra de Cereal,1,53.28,53.28
1763,2025-09-06,Casa e Decoração,Luminária,5,225.24,1126.2
1433,2025-09-06,Eletrônicos,Fone Bluetooth,3,344.09,1032.27
1089,2025-09-07,Alimentos,Barra de Cereal,1,36.97,36.97
1609,2025-09-07,Esporte e Lazer,Garrafa Térmica,1,231.83,231.83
1778,2025-09-08,Eletrônicos,Fone Bluetooth,1,190.51,190.51
1926,2025-09-08,Casa e Decoração,Luminária,2,50.2,100.4
1341,2025-09-08,Alimentos,Chocolate,4,39.87,159.48
2143,2025-09-08,Casa e Decoração,Tapete,4,33.87,135.48
1451,2025-09-09,Eletrônicos,Mouse Sem Fio,4,398.94,1595.76
1700,2025-09-09,Alimentos,Azeite Extra Virgem,5,12.9,64.5
1114,2025-09-09,Alimentos,Café Especial,4,37.92,151.68
2131,2025-09-10,Eletrônicos,Carregador Portátil,2,396.08,792.16
1110,2025-09-10,Esporte e Lazer,Garrafa Térmica,2,153.91,307.82
1506,2025-09-11,Vestuário,Calça Jeans,2,166.45,332.9
1762,2025-09-11,Esporte e Lazer,Bola de Futebol,1,25.0,25.0
1228,2025-09-12,Esporte e Lazer,Garrafa Térmica,1,284.97,284.97
1040,2025-09-12,Esporte e Lazer,Garrafa Térmica,2,230.9,461.8
1949,2025-09-13,Alimentos,Chocolate,1,46.47,46.47
2199,2025-09-13,Eletrônicos,Smartwatch,5,80.3,401.5
1236,2025-09-13,Eletrônicos,Smartwatch,5,174.23,871.15
1440,2025-09-13,Vestuário,Camiseta,2,67.83,135.66
1749,2025-09-14,Vestuário,Calça Jeans,5,244.62,1223.1
1320,2025-09-14,Vestuário,Tênis,2,84.75,169.5
1209,2025-09-14,Esporte e Lazer,Tênis de Corrida,2,297.64,595.28
1894,2025-09-15,Alimentos,Café Especial,5,13.36,66.8
1414,2025-09-15,Alimentos,Azeite Extra Virgem,5,43.79,218.95
1809,2025-09-15,Esporte e Lazer,Garrafa Térmica,1,63.05,63.05
1488,2025-09-15,Esporte e Lazer,Tênis de Corrida,4,290.78,1163.12
1124,2025-09-16,Eletrônicos,Carregador Portátil,4,386.78,1547.12
1516,2025-09-16,Esporte e Lazer,Kit Yoga,1,215.39,215.39
1286,2025-09-16,Esporte e Lazer,Tênis de Corrida,1,193.43,193.43
2123,2025-09-17,Eletrônicos,Carregador Portátil,2,359.01,718.02
2196,2025-09-18,Casa e Decoração,Jogo de Panelas,2,269.2,538.4
2005,2025-09-19,Alimentos,Barra de Cereal,5,38.82,194.1
1354,2025-09-19,Vestuário,Jaqueta,3,99.61,298.83
1779,2025-09-19,Casa e Decoração,Tapete,5,261.27,1306.35
1597,2025-09-19,Vestuário,Jaqueta,3,98.13,294.39
1401,2025-09-20,Casa e Decoração,Luminária,5,79.84,399.2
1232,2025-09-20,Eletrônicos,Carregador Portátil,5,88.49,442.45
1584,2025-09-21,Vestuário,Camiseta,5,164.58,822.9
1010,2025-09-21,Alimentos,Barra de Cereal,1,22.94,22.94
1377,2025-09-21,Esporte e Lazer,Garrafa Térmica,5,338.09,1690.45
2020,2025-09-21,Casa e Decoração,Jogo de Panelas,2,115.48,230.96
1009,2025-09-22,Vestuário,Camiseta,2,183.69,367.38
1391,2025-09-22,Alimentos,Café Especial,2,57.57,115.14
1560,2025-09-22,Casa e Decoração,Luminária,2,59.9,119.8
2144,2025-09-22,Vestuário,Camiseta,5,166.92,834.6
1616,2025-09-23,Vestuário,Jaqueta,1,168.64,168.64
1810,2025-09-23,Esporte e Lazer,Kit Yoga,3,264.37,793.11
1390,2025-09-24,Alimentos,Chocolate,2,47.97,95.94
1250,2025-09-24,Alimentos,Chocolate,4,45.95,183.8
1996,2025-09-24,Casa e Decoração,Tapete,4,265.74,1062.96
1881,2025-09-24,Alimentos,Café Especial,5,20.75,103.75
1619,2025-09-25,Alimentos,Azeite Extra Virgem,1,14.22,14.22
1914,2025-09-25,Casa e Decoração,Luminária,3,202.54,607.62
1586,2025-09-25,Alimentos,Azeite Extra Virgem,2,38.67,77.34
1246,2025-09-25,Esporte e Lazer,Tênis de Corrida,5,82.0,410.0
1551,2025-09-25,Vestuário,Jaqueta,3,116.25,348.75
1676,2025-09-26,Esporte e Lazer,Kit Yoga,5,160.24,801.2
1857,2025-09-26,Esporte e Lazer,Bola de Futebol,1,245.64,245.64
1420,2025-09-26,Eletrônicos,Mouse Sem Fio,2,294.27,588.54
1312,2025-09-27,Esporte e Lazer,Garrafa Térmica,4,235.46,941.84
1013,2025-09-27,Casa e Decoração,Almofada,5,134.94,674.7
1817,2025-09-28,Casa e Decoração,Almofada,3,225.33,675.99
2137,2025-09-28,Vestuário,Tênis,5,64.46,322.3
1758,2025-09-28,Alimentos,Café Especial,1,30.47,30.47
1927,2025-09-28,Esporte e Lazer,Garrafa Térmica,3,345.22,1035.66
1006,2025-09-28,Alimentos,Chocolate,4,39.62,158.48
1568,2025-09-29,Vestuário,Calça Jeans,3,184.13,552.39
1083,2025-09-29,Esporte e Lazer,Kit Yoga,5,223.81,1119.05
1125,2025-09-29,Casa e Decoração,Tapete,4,120.63,482.52
1770,2025-09-29,Alimentos,Azeite Extra Virgem,2,45.47,90.94
1452,2025-09-30,Esporte e Lazer,Kit Yoga,4,124.53,498.12
1067,2025-09-30,Eletrônicos,Fone Bluetooth,3,306.85,920.55
1481,2025-09-30,Vestuário,Jaqueta,1,118.16,118.16
1646,2025-09-30,Alimentos,Chocolate,2,41.17,82.34
1954,2025-09-30,Vestuário,Tênis,2,239.19,478.38
1924,2025-09-30,Vestuário,Calça Jeans,5,57.87,289.35
2010,2025-09-30,Eletrônicos,Smartwatch,5,151.67,758.35
2138,2025-10-01,Alimentos,Azeite Extra Virgem,3,32.97,98.91
1008,2025-10-01,Casa e Decoração,Almofada,4,182.09,728.36
1578,2025-10-02,Eletrônicos,Mouse Sem Fio,4,394.18,1576.72
1580,2025-10-02,Casa e Decoração,Luminária,5,175.99,879.95
1178,2025-10-02,Casa e Decoração,Almofada,4,95.45,381.8
1953,2025-10-03,Casa e Decoração,Almofada,1,71.05,71.05
1923,2025-10-03,Casa e Decoração,Jogo de Panelas,5,293.34,1466.7
1058,2025-10-04,Eletrônicos,Mouse Sem Fio,1,142.48,142.48
1329,2025-10-04,Vestuário,Calça Jeans,2,140.79,281.58
1397,2025-10-04,Esporte e Lazer,Bola de Futebol,3,57.96,173.88
1154,2025-10-04,Esporte e Lazer,Bola de Futebol,4,137.98,551.92
2119,2025-10-05,Eletrônicos,Smartwatch,1,128.46,128.46
1955,2025-10-06,Alimentos,Barra de Cereal,3,39.5,118.5
1621,2025-10-06,Eletrônicos,Smartwatch,4,203.97,815.88
2032,2025-10-06,Vestuário,Jaqueta,5,86.76,433.8
2155,2025-10-06,Alimentos,Barra de Cereal,5,57.45,287.25
1547,2025-10-06,Eletrônicos,Carregador Portátil,2,109.89,219.78
2019,2025-10-07,Alimentos,Azeite Extra Virgem,1,25.65,25.65
1416,2025-10-07,Casa e Decoração,Luminária,3,192.87,578.61
1759,2025-10-07,Alimentos,Chocolate,5,46.34,231.7
1577,2025-10-08,Vestuário,Calça Jeans,1,101.37,101.37
2050,2025-10-08,Casa e Decoração,Luminária,2,45.3,90.6
1691,2025-10-08,Eletrônicos,Fone Bluetooth,4,330.18,1320.72
1677,2025-10-08,Eletrônicos,Carregador Portátil,2,267.48,534.96
1396,2025-10-08,Casa e Decoração,Jogo de Panelas,3,46.27,138.81
2069,2025-10-08,Esporte e Lazer,Bola de Futebol,4,331.5,1326.0
1723,2025-10-09,Eletrônicos,Smartwatch,5,239.14,1195.7
1134,2025-10-09,Eletrônicos,Smartwatch,3,349.48,1048.44
1111,2025-10-10,Vestuário,Calça Jeans,5,147.8,739.0
2006,2025-10-10,Esporte e Lazer,Tênis de Corrida,5,91.38,456.9
1552,2025-10-10,Vestuário,Jaqueta,1,165.6,165.6
1807,2025-10-10,Vestuário,Camiseta,1,181.13,181.13
1467,2025-10-11,Alimentos,Azeite Extra Virgem,2,29.32,58.64
1027,2025-10-11,Vestuário,Calça Jeans,5,102.08,510.4
1734,2025-10-12,Alimentos,Café Especial,2,44.92,89.84
1370,2025-10-12,Eletrônicos,Carregador Portátil,3,224.7,674.1
1374,2025-10-12,Eletrônicos,Carregador Portátil,3,236.43,709.29
1845,2025-10-12,Esporte e Lazer,Kit Yoga,5,259.63,1298.15
2021,2025-10-13,Vestuário,Calça Jeans,2,49.04,98.08
1429,2025-10-13,Esporte e Lazer,Garrafa Térmica,2,281.07,562.14
1029,2025-10-13,Alimentos,Chocolate,2,16.1,32.2
1102,2025-10-13,Eletrônicos,Fone Bluetooth,4,344.47,1377.88
1424,2025-10-13,Casa e Decoração,Tapete,4,53.97,215.88
1145,2025-10-13,Alimentos,Azeite Extra Virgem,2,27.41,54.82
1581,2025-10-13,Eletrônicos,Mouse Sem Fio,1,230.01,230.01
2179,2025-10-14,Esporte e Lazer,Bola de Futebol,5,183.66,918.3
1951,2025-10-14,Esporte e Lazer,Bola de Futebol,4,106.14,424.56
1896,2025-10-14,Alimentos,Chocolate,5,52.9,264.5
1447,2025-10-14,Alimentos,Café Especial,3,19.59,58.77
2088,2025-10-14,Alimentos,Café Especial,4,22.72,90.88
1140,2025-10-15,Vestuário,Tênis,2,144.61,289.22
1265,2025-10-15,Vestuário,Tênis,1,77.92,77.92
1430,2025-10-15,Eletrônicos,Fone Bluetooth,4,330.25,1321.0
1815,2025-10-15,Eletrônicos,Smartwatch,2,317.7,635.4
1133,2025-10-16,Eletrônicos,Smartwatch,1,200.56,200.56
1197,2025-10-16,Casa e Decoração,Luminária,2,235.86,471.72
1055,2025-10-16,Esporte e Lazer,Garrafa Térmica,4,144.1,576.4
1018,2025-10-16,Alimentos,Café Especial,2,27.92,55.84
1980,2025-10-17,Alimentos,Barra de Cereal,2,55.24,110.48
1627,2025-10-17,Casa e Decoração,Almofada,4,42.09,168.36
1599,2025-10-18,Esporte e Lazer,Garrafa Térmica,1,192.89,192.89
2029,2025-10-18,Eletrônicos,Mouse Sem Fio,3,225.41,676.23
1230,2025-10-18,Alimentos,Chocolate,4,57.22,228.88
1898,2025-10-18,Casa e Decoração,Jogo de Panelas,3,259.28,777.84
2124,2025-10-18,Esporte e Lazer,Garrafa Térmica,3,121.03,363.09
2130,2025-10-19,Vestuário,Calça Jeans,5,80.99,404.95
1202,2025-10-19,Vestuário,Jaqueta,3,112.6,337.8
1242,2025-10-20,Alimentos,Barra de Cereal,2,36.48,72.96
1412,2025-10-20,Alimentos,Chocolate,3,21.6,64.8
1987,2025-10-21,Esporte e Lazer,Kit Yoga,2,122.48,244.96
1571,2025-10-21,Esporte e Lazer,Kit Yoga,1,123.78,123.78
1003,2025-10-21,Vestuário,Tênis,4,78.51,314.04
1375,2025-10-21,Casa e Decoração,Jogo de Panelas,5,68.76,343.8
1164,2025-10-21,Alimentos,Azeite Extra Virgem,1,46.87,46.87
1885,2025-10-21,Eletrônicos,Carregador Portátil,3,380.5,1141.5
2170,2025-10-21,Esporte e Lazer,Bola de Futebol,4,348.87,1395.48
1726,2025-10-21,Vestuário,Calça Jeans,2,77.86,155.72
1540,2025-10-21,Casa e Decoração,Jogo de Panelas,2,294.08,588.16
1675,2025-10-22,Eletrônicos,Fone Bluetooth,1,150.17,150.17
2146,2025-10-22,Vestuário,Jaqueta,5,42.59,212.95
1251,2025-10-22,Alimentos,Barra de Cereal,2,29.83,59.66
1942,2025-10-22,Casa e Decoração,Jogo de Panelas,1,168.74,168.74
1928,2025-10-23,Casa e Decoração,Tapete,3,118.09,354.27
1187,2025-10-23,Casa e Decoração,Tapete,5,67.74,338.7
2066,2025-10-23,Vestuário,Jaqueta,3,217.85,653.55
1191,2025-10-23,Alimentos,Café Especial,1,47.38,47.38
1918,2025-10-23,Vestuário,Calça Jeans,1,167.44,167.44
1549,2025-10-24,Casa e Decoração,Almofada,5,114.33,571.65
2182,2025-10-24,Alimentos,Café Especial,5,46.73,233.65
2103,2025-10-26,Esporte e Lazer,Garrafa Térmica,1,52.96,52.96
2027,2025-10-26,Eletrônicos,Mouse Sem Fio,4,183.79,735.16
1735,2025-10-26,Esporte e Lazer,Garrafa Térmica,2,339.29,678.58
1422,2025-10-27,Esporte e Lazer,Bola de Futebol,3,86.86,260.58
2162,2025-10-28,Vestuário,Jaqueta,4,55.27,221.08
1269,2025-10-28,Vestuário,Jaqueta,5,151.36,756.8
1016,2025-10-28,Eletrônicos,Fone Bluetooth,1,327.12,327.12
1496,2025-10-29,Alimentos,Azeite Extra Virgem,2,27.77,55.54
1988,2025-10-29,Eletrônicos,Fone Bluetooth,1,204.84,204.84
1486,2025-10-29,Casa e Decoração,Tapete,3,116.42,349.26
1381,2025-10-29,Casa e Decoração,Almofada,1,88.23,88.23
1572,2025-10-29,Casa e Decoração,Luminária,4,265.23,1060.92
1234,2025-10-30,Esporte e Lazer,Garrafa Térmica,3,109.31,327.93
1261,2025-10-30,Casa e Decoração,Luminária,3,227.7,683.1
2177,2025-10-30,Alimentos,Barra de Cereal,2,12.17,24.34
1319,2025-10-30,Esporte e Lazer,Kit Yoga,4,154.22,616.88
2071,2025-10-30,Esporte e Lazer,Bola de Futebol,5,221.95,1109.75
1048,2025-10-31,Casa e Decoração,Almofada,5,268.31,1341.55
1693,2025-10-31,Casa e Decoração,Tapete,1,158.51,158.51
1899,2025-10-31,Esporte e Lazer,Kit Yoga,2,254.5,509.0
1977,2025-10-31,Eletrônicos,Carregador Portátil,4,139.43,557.72
1393,2025-10-31,Esporte e Lazer,Kit Yoga,4,179.93,719.72
2068,2025-11-01,Vestuário,Tênis,4,97.94,391.76
1260,2025-11-01,Esporte e Lazer,Tênis de Corrida,2,249.43,498.86
1389,2025-11-01,Eletrônicos,Carregador Portátil,4,84.69,338.76
1533,2025-11-01,Alimentos,Azeite Extra Virgem,1,57.35,57.35
2112,2025-11-01,Vestuário,Jaqueta,4,236.29,945.16
1367,2025-11-01,Eletrônicos,Mouse Sem Fio,4,222.84,891.36
1767,2025-11-02,Esporte e Lazer,Tênis de Corrida,3,113.22,339.66
1683,2025-11-02,Eletrônicos,Smartwatch,5,380.94,1904.7
1604,2025-11-03,Alimentos,Azeite Extra Virgem,1,11.48,11.48
2121,2025-11-04,Eletrônicos,Fone Bluetooth,4,205.36,821.44
1974,2025-11-04,Vestuário,Tênis,1,188.31,188.31
1453,2025-11-04,Casa e Decoração,Tapete,2,65.29,130.58
2110,2025-11-05,Eletrônicos,Fone Bluetooth,1,346.63,346.63
1806,2025-11-05,Vestuário,Calça Jeans,3,118.38,355.14
1193,2025-11-05,Alimentos,Azeite Extra Virgem,3,31.58,94.74
2164,2025-11-05,Vestuário,Calça Jeans,5,87.18,435.9
1441,2025-11-06,Eletrônicos,Mouse Sem Fio,1,274.0,274.0
1442,2025-11-06,Esporte e Lazer,Garrafa Térmica,3,334.66,1003.98
2086,2025-11-06,Casa e Decoração,Luminária,5,57.93,289.65
1945,2025-11-06,Casa e Decoração,Tapete,1,230.23,230.23
1968,2025-11-06,Eletrônicos,Fone Bluetooth,3,213.95,641.85
1272,2025-11-07,Alimentos,Barra de Cereal,2,11.06,22.12
1136,2025-11-07,Casa e Decoração,Almofada,5,299.92,1499.6
1402,2025-11-08,Eletrônicos,Smartwatch,5,162.1,810.5
1862,2025-11-08,Eletrônicos,Fone Bluetooth,1,359.73,359.73
1789,2025-11-09,Esporte e Lazer,Garrafa Térmica,3,301.47,904.41
1626,2025-11-09,Casa e Decoração,Tapete,1,171.97,171.97
1212,2025-11-09,Esporte e Lazer,Bola de Futebol,1,62.14,62.14
1512,2025-11-09,Casa e Decoração,Luminária,5,76.84,384.2
2114,2025-11-09,Vestuário,Camiseta,5,111.25,556.25
1858,2025-11-10,Eletrônicos,Carregador Portátil,5,328.48,1642.4
2035,2025-11-10,Eletrônicos,Fone Bluetooth,3,272.78,818.34
1004,2025-11-10,Esporte e Lazer,Garrafa Térmica,1,119.65,119.65
1097,2025-11-10,Esporte e Lazer,Bola de Futebol,5,329.41,1647.05
1566,2025-11-10,Alimentos,Café Especial,1,52.07,52.07
1457,2025-11-10,Esporte e Lazer,Tênis de Corrida,5,28.94,144.7
1473,2025-11-10,Casa e Decoração,Jogo de Panelas,4,239.16,956.64
1171,2025-11-11,Esporte e Lazer,Bola de Futebol,5,328.45,1642.25
1482,2025-11-11,Casa e Decoração,Luminária,1,74.19,74.19
1127,2025-11-12,Vestuário,Tênis,4,115.67,462.68
1446,2025-11-12,Esporte e Lazer,Kit Yoga,2,236.32,472.64
1892,2025-11-12,Vestuário,Tênis,1,228.56,228.56
1325,2025-11-12,Vestuário,Jaqueta,4,207.27,829.08
1842,2025-11-13,Eletrônicos,Smartwatch,3,345.24,1035.72
1121,2025-11-13,Esporte e Lazer,Garrafa Térmica,5,347.71,1738.55
1059,2025-11-13,Alimentos,Chocolate,3,48.43,145.29
1856,2025-11-13,Esporte e Lazer,Kit Yoga,2,191.49,382.98
1338,2025-11-13,Alimentos,Azeite Extra Virgem,1,56.81,56.81
2052,2025-11-14,Esporte e Lazer,Garrafa Térmica,4,316.1,1264.4
1173,2025-11-14,Eletrônicos,Carregador Portátil,3,247.84,743.52
1275,2025-11-14,Esporte e Lazer,Garrafa Térmica,1,213.75,213.75
2157,2025-11-15,Eletrônicos,Mouse Sem Fio,3,185.97,557.91
1282,2025-11-15,Alimentos,Barra de Cereal,5,59.46,297.3
1321,2025-11-16,Eletrônicos,Fone Bluetooth,4,260.08,1040.32
1731,2025-11-16,Alimentos,Barra de Cereal,1,20.96,20.96
1684,2025-11-16,Esporte e Lazer,Garrafa Térmica,3,293.68,881.04
1871,2025-11-16,Alimentos,Azeite Extra Virgem,4,33.21,132.84
2064,2025-11-17,Casa e Decoração,Almofada,2,243.7,487.4
1632,2025-11-17,Casa e Decoração,Almofada,5,292.45,1462.25
1628,2025-11-17,Eletrônicos,Carregador Portátil,4,188.73,754.92
1737,2025-11-17,Alimentos,Azeite Extra Virgem,1,18.13,18.13
1721,2025-11-17,Eletrônicos,Carregador Portátil,4,187.95,751.8
1911,2025-11-17,Casa e Decoração,Almofada,4,41.43,165.72
1644,2025-11-20,Alimentos,Café Especial,4,39.15,156.6
1385,2025-11-20,Vestuário,Camiseta,4,180.19,720.76
1206,2025-11-20,Esporte e Lazer,Garrafa Térmica,5,254.85,1274.25
1589,2025-11-20,Alimentos,Café Especial,2,53.95,107.9
2056,2025-11-20,Esporte e Lazer,Garrafa Térmica,2,34.76,69.52
2108,2025-11-20,Eletrônicos,Mouse Sem Fio,2,326.54,653.08
2045,2025-11-21,Vestuário,Tênis,4,134.51,538.04
1631,2025-11-21,Vestuário,Tênis,4,161.85,647.4
1358,2025-11-21,Esporte e Lazer,Tênis de Corrida,4,156.63,626.52
1515,2025-11-21,Eletrônicos,Mouse Sem Fio,5,393.49,1967.45
2091,2025-11-21,Casa e Decoração,Jogo de Panelas,1,135.27,135.27
1808,2025-11-22,Eletrônicos,Carregador Portátil,4,159.85,639.4
1889,2025-11-22,Casa e Decoração,Luminária,5,231.92,1159.6
1074,2025-11-22,Alimentos,Chocolate,5,36.11,180.55
1665,2025-11-23,Alimentos,Café Especial,4,51.71,206.84
2014,2025-11-23,Alimentos,Barra de Cereal,1,32.21,32.21
1220,2025-11-23,Eletrônicos,Mouse Sem Fio,5,207.14,1035.7
1113,2025-11-23,Eletrônicos,Fone Bluetooth,4,192.07,768.28
1535,2025-11-23,Eletrônicos,Fone Bluetooth,5,152.77,763.85
1658,2025-11-25,Casa e Decoração,Almofada,1,202.85,202.85
1183,2025-11-25,Eletrônicos,Fone Bluetooth,3,231.41,694.23
2053,2025-11-25,Alimentos,Azeite Extra Virgem,4,43.62,174.48
1872,2025-11-27,Vestuário,Jaqueta,3,235.15,705.45
1717,2025-11-27,Casa e Decoração,Luminária,1,85.34,85.34
1792,2025-11-27,Esporte e Lazer,Kit Yoga,4,226.92,907.68
2080,2025-11-28,Casa e Decoração,Almofada,4,226.25,905.0
2136,2025-11-28,Esporte e Lazer,Tênis de Corrida,3,67.96,203.88
1729,2025-11-29,Vestuário,Jaqueta,4,178.41,713.64
2151,2025-11-29,Esporte e Lazer,Tênis de Corrida,2,85.21,170.42
1425,2025-11-29,Esporte e Lazer,Kit Yoga,1,80.41,80.41
1583,2025-11-30,Eletrônicos,Mouse Sem Fio,3,368.93,1106.79
2079,2025-11-30,Esporte e Lazer,Bola de Futebol,2,323.11,646.22
1369,2025-11-30,Vestuário,Camiseta,5,236.69,1183.45
1869,2025-12-01,Casa e Decoração,Tapete,5,180.95,904.75
2190,2025-12-02,Casa e Decoração,Tapete,2,112.73,225.46
1786,2025-12-02,Esporte e Lazer,Garrafa Térmica,3,334.55,1003.65
1883,2025-12-02,Eletrônicos,Smartwatch,2,122.77,245.54
2028,2025-12-03,Eletrônicos,Carregador Portátil,5,354.3,1771.5
1254,2025-12-03,Alimentos,Café Especial,3,26.71,80.13
1318,2025-12-03,Casa e Decoração,Tapete,4,227.44,909.76
2012,2025-12-03,Alimentos,Azeite Extra Virgem,4,37.53,150.12
1014,2025-12-04,Esporte e Lazer,Garrafa Térmica,2,338.71,677.42
1611,2025-12-04,Vestuário,Calça Jeans,4,120.61,482.44
1112,2025-12-05,Esporte e Lazer,Tênis de Corrida,4,101.92,407.68
1864,2025-12-05,Alimentos,Barra de Cereal,1,54.13,54.13
2059,2025-12-05,Esporte e Lazer,Garrafa Térmica,2,166.17,332.34
2147,2025-12-05,Vestuário,Tênis,5,121.21,606.05
2078,2025-12-06,Esporte e Lazer,Kit Yoga,5,47.55,237.75
1277,2025-12-06,Esporte e Lazer,Tênis de Corrida,1,60.9,60.9
1091,2025-12-06,Casa e Decoração,Luminária,3,203.69,611.07
1052,2025-12-06,Alimentos,Chocolate,1,43.18,43.18
2062,2025-12-07,Casa e Decoração,Jogo de Panelas,2,171.37,342.74
1967,2025-12-07,Vestuário,Calça Jeans,5,197.38,986.9
1087,2025-12-07,Casa e Decoração,Almofada,5,137.6,688.0
1643,2025-12-07,Casa e Decoração,Almofada,4,254.29,1017.16
1829,2025-12-07,Vestuário,Camiseta,2,92.16,184.32
1538,2025-12-07,Esporte e Lazer,Bola de Futebol,1,242.43,242.43
1072,2025-12-08,Alimentos,Café Especial,2,37.13,74.26
1103,2025-12-08,Esporte e Lazer,Kit Yoga,3,151.49,454.47
1066,2025-12-08,Vestuário,Jaqueta,3,102.01,306.03
1237,2025-12-08,Casa e Decoração,Tapete,1,264.49,264.49
2087,2025-12-09,Alimentos,Barra de Cereal,3,10.0,30.0
1610,2025-12-09,Esporte e Lazer,Kit Yoga,1,221.23,221.23
2175,2025-12-09,Eletrônicos,Fone Bluetooth,1,143.62,143.62
1750,2025-12-09,Vestuário,Jaqueta,3,197.87,593.61
2180,2025-12-09,Casa e Decoração,Almofada,5,46.45,232.25
1469,2025-12-10,Esporte e Lazer,Kit Yoga,5,264.67,1323.35
1307,2025-12-10,Esporte e Lazer,Kit Yoga,3,272.33,816.99
1328,2025-12-10,Alimentos,Chocolate,5,17.48,87.4
1633,2025-12-10,Alimentos,Azeite Extra Virgem,3,16.79,50.37
1969,2025-12-10,Eletrônicos,Fone Bluetooth,3,174.01,522.03
1932,2025-12-10,Vestuário,Jaqueta,3,158.32,474.96
1280,2025-12-10,Casa e Decoração,Tapete,3,286.49,859.47
1448,2025-12-11,Vestuário,Calça Jeans,3,198.39,595.17
1409,2025-12-11,Vestuário,Jaqueta,4,71.44,285.76
1079,2025-12-12,Esporte e Lazer,Bola de Futebol,5,51.28,256.4
1747,2025-12-12,Eletrônicos,Smartwatch,5,160.32,801.6
1043,2025-12-12,Alimentos,Azeite Extra Virgem,3,27.43,82.29
1884,2025-12-12,Vestuário,Calça Jeans,1,97.11,97.11
1439,2025-12-13,Vestuário,Jaqueta,2,241.04,482.08
2176,2025-12-13,Esporte e Lazer,Garrafa Térmica,2,47.47,94.94
2178,2025-12-13,Alimentos,Café Especial,5,38.37,191.85
2167,2025-12-14,Casa e Decoração,Jogo de Panelas,1,254.81,254.81
2046,2025-12-15,Casa e Decoração,Almofada,2,208.95,417.9
1682,2025-12-15,Vestuário,Calça Jeans,1,53.16,53.16
1661,2025-12-15,Alimentos,Azeite Extra Virgem,2,16.72,33.44
1053,2025-12-15,Vestuário,Tênis,2,141.98,283.96
1227,2025-12-15,Eletrônicos,Fone Bluetooth,3,153.94,461.82
1062,2025-12-15,Eletrônicos,Smartwatch,5,263.13,1315.65
1297,2025-12-15,Alimentos,Barra de Cereal,3,27.39,82.17
1950,2025-12-15,Esporte e Lazer,Bola de Futebol,4,243.65,974.6
1284,2025-12-15,Esporte e Lazer,Kit Yoga,5,64.11,320.55
1042,2025-12-15,Alimentos,Chocolate,4,43.88,175.52
1475,2025-12-16,Vestuário,Calça Jeans,4,228.77,915.08
1984,2025-12-17,Vestuário,Tênis,4,230.93,923.72
2061,2025-12-18,Esporte e Lazer,Kit Yoga,3,115.65,346.95
1601,2025-12-19,Vestuário,Jaqueta,5,132.09,660.45
1828,2025-12-19,Esporte e Lazer,Tênis de Corrida,2,280.9,561.8
1854,2025-12-20,Alimentos,Café Especial,1,41.57,41.57
1298,2025-12-20,Alimentos,Café Especial,5,46.7,233.5
1259,2025-12-20,Casa e Decoração,Jogo de Panelas,5,54.73,273.65
2184,2025-12-21,Eletrônicos,Mouse Sem Fio,3,280.22,840.66
1077,2025-12-21,Casa e Decoração,Tapete,5,291.77,1458.85
1976,2025-12-21,Alimentos,Chocolate,1,14.45,14.45
1877,2025-12-21,Esporte e Lazer,Kit Yoga,4,266.23,1064.92
1509,2025-12-22,Alimentos,Chocolate,5,17.37,86.85
